elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
11/3/2020,"BEAVER","BEAVER COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,7,7,1,"FOR THE PROPOSAL - YES",,88,168,690,946,,
11/3/2020,"BEAVER","BEAVER COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,7,7,2,"AGAINST THE PROPOSAL - NO",,65,165,899,1129,,
11/3/2020,"BEAVER","BEAVER COUNTY",30004,"PROPOSITION",,7,7,1,"FOR THE PROPOSITION - YES",,113,272,1116,1501,,
11/3/2020,"BEAVER","BEAVER COUNTY",30004,"PROPOSITION",,7,7,2,"AGAINST THE PROPOSITION - NO",,44,65,495,604,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,433,1322,5012,6767,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,8,16,76,100,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,207,196,645,1048,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,1,1,6,8,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,5,"KANYE WEST | MICHELLE TIDBALL",IND,1,2,14,17,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,6,"BROCK PIERCE | KARLA BALLARD",IND,1,3,4,8,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10002,"FOR CORPORATION COMMISSIONER",,13,13,1,"TODD HIETT",REP,473,1317,4998,6788,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10002,"FOR CORPORATION COMMISSIONER",,13,13,2,"TODD HAGOPIAN",LIB,124,161,605,890,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10003,"FOR UNITED STATES SENATOR",,13,13,1,"JIM INHOFE",REP,415,1259,4743,6417,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10003,"FOR UNITED STATES SENATOR",,13,13,2,"ROBERT MURPHY",LIB,11,34,133,178,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10003,"FOR UNITED STATES SENATOR",,13,13,3,"ABBY BROYLES",DEM,216,216,764,1196,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10003,"FOR UNITED STATES SENATOR",,13,13,4,"JOAN FARR",IND,1,16,72,89,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10003,"FOR UNITED STATES SENATOR",,13,13,5,"A. D. NESBIT",IND,3,11,33,47,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,13,13,1,"FRANK D. LUCAS",REP,458,1348,5078,6884,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,13,13,2,"ZOE MIDYETT",DEM,186,186,659,1031,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10088,"FOR STATE REPRESENTATIVE DISTRICT 55",,10,10,1,"TODD RUSS",REP,286,982,3237,4505,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10088,"FOR STATE REPRESENTATIVE DISTRICT 55",,10,10,2,"AUSTIN GIPSON-BLACK",DEM,164,202,754,1120,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10090,"FOR STATE REPRESENTATIVE DISTRICT 57",,3,3,1,"ANTHONY MOORE",REP,136,268,1352,1756,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10090,"FOR STATE REPRESENTATIVE DISTRICT 57",,3,3,2,"JUAN GARCIA",DEM,58,79,393,530,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",10370,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,4,4,1,"TATE J. FINNELL",REP,179,446,1766,2391,BECKHAM
11/3/2020,"BECKHAM","BECKHAM COUNTY",10370,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,4,4,2,"BARRY GOWDY",DEM,50,47,265,362,BECKHAM
11/3/2020,"BECKHAM","BECKHAM COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,13,13,1,"YES",,384,1007,3757,5148,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,13,13,2,"NO",,163,359,1411,1933,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,13,13,1,"YES",,399,1009,3715,5123,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,13,13,2,"NO",,152,367,1481,2000,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,13,13,1,"YES",,373,1030,3775,5178,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,13,13,2,"NO",,175,340,1410,1925,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,13,13,1,"YES",,369,975,3689,5033,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,13,13,2,"NO",,174,381,1477,2032,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,13,13,1,"YES",,382,965,3649,4996,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,13,13,2,"NO",,162,393,1517,2072,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,13,13,1,"YES",,369,938,3494,4801,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,13,13,2,"NO",,172,418,1651,2241,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,13,13,1,"YES",,380,935,3493,4808,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,13,13,2,"NO",,165,421,1650,2236,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,13,13,1,"YES",,357,920,3481,4758,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,13,13,2,"NO",,187,431,1671,2289,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,13,13,1,"FOR THE PROPOSAL - YES",,263,402,1437,2102,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,13,13,2,"AGAINST THE PROPOSAL - NO",,363,1112,4168,5643,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,13,13,1,"FOR THE PROPOSAL - YES",,271,611,2220,3102,,
11/3/2020,"BECKHAM","BECKHAM COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,13,13,2,"AGAINST THE PROPOSAL - NO",,349,877,3329,4555,,
11/3/2020,"BLAINE","BLAINE COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,181,439,2516,3136,,
11/3/2020,"BLAINE","BLAINE COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,4,3,37,44,,
11/3/2020,"BLAINE","BLAINE COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,84,104,500,688,,
11/3/2020,"BLAINE","BLAINE COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,1,3,4,8,,
11/3/2020,"BLAINE","BLAINE COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,5,"KANYE WEST | MICHELLE TIDBALL",IND,1,1,16,18,,
11/3/2020,"BLAINE","BLAINE COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,6,"BROCK PIERCE | KARLA BALLARD",IND,1,0,6,7,,
11/3/2020,"BLAINE","BLAINE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,9,9,1,"TODD HIETT",REP,211,452,2560,3223,,
11/3/2020,"BLAINE","BLAINE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,9,9,2,"TODD HAGOPIAN",LIB,52,72,396,520,,
11/3/2020,"BLAINE","BLAINE COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,1,"JIM INHOFE",REP,174,412,2401,2987,,
11/3/2020,"BLAINE","BLAINE COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,2,"ROBERT MURPHY",LIB,4,9,52,65,,
11/3/2020,"BLAINE","BLAINE COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,3,"ABBY BROYLES",DEM,90,115,546,751,,
11/3/2020,"BLAINE","BLAINE COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,4,"JOAN FARR",IND,5,10,44,59,,
11/3/2020,"BLAINE","BLAINE COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,5,"A. D. NESBIT",IND,2,2,20,24,,
11/3/2020,"BLAINE","BLAINE COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,9,9,1,"FRANK D. LUCAS",REP,199,452,2602,3253,,
11/3/2020,"BLAINE","BLAINE COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,9,9,2,"ZOE MIDYETT",DEM,76,94,455,625,,
11/3/2020,"BLAINE","BLAINE COUNTY",10090,"FOR STATE REPRESENTATIVE DISTRICT 57",,2,2,1,"ANTHONY MOORE",REP,30,26,522,578,,
11/3/2020,"BLAINE","BLAINE COUNTY",10090,"FOR STATE REPRESENTATIVE DISTRICT 57",,2,2,2,"JUAN GARCIA",DEM,14,8,175,197,,
11/3/2020,"BLAINE","BLAINE COUNTY",10140,"FOR COUNTY CLERK",,9,9,1,"D. JENNIFER HAIGLER",REP,193,393,2285,2871,BLAINE
11/3/2020,"BLAINE","BLAINE COUNTY",10140,"FOR COUNTY CLERK",,9,9,2,"TRACY D. WALKER",IND,72,145,712,929,BLAINE
11/3/2020,"BLAINE","BLAINE COUNTY",10217,"FOR COUNTY SHERIFF",,9,9,1,"TRAVIS DAUGHERTY",REP,188,326,2192,2706,BLAINE
11/3/2020,"BLAINE","BLAINE COUNTY",10217,"FOR COUNTY SHERIFF",,9,9,2,"BRIAN  A. JOHNSON",DEM,86,218,854,1158,BLAINE
11/3/2020,"BLAINE","BLAINE COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,9,9,1,"YES",,178,332,1878,2388,,
11/3/2020,"BLAINE","BLAINE COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,9,9,2,"NO",,76,159,935,1170,,
11/3/2020,"BLAINE","BLAINE COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,9,9,1,"YES",,180,337,1910,2427,,
11/3/2020,"BLAINE","BLAINE COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,9,9,2,"NO",,72,157,923,1152,,
11/3/2020,"BLAINE","BLAINE COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,9,9,1,"YES",,166,319,1891,2376,,
11/3/2020,"BLAINE","BLAINE COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,9,9,2,"NO",,87,171,923,1181,,
11/3/2020,"BLAINE","BLAINE COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,9,9,1,"YES",,173,315,1874,2362,,
11/3/2020,"BLAINE","BLAINE COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,9,9,2,"NO",,79,175,927,1181,,
11/3/2020,"BLAINE","BLAINE COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,9,9,1,"YES",,173,322,1848,2343,,
11/3/2020,"BLAINE","BLAINE COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,9,9,2,"NO",,81,166,951,1198,,
11/3/2020,"BLAINE","BLAINE COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,9,9,1,"YES",,170,324,1774,2268,,
11/3/2020,"BLAINE","BLAINE COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,9,9,2,"NO",,79,166,1024,1269,,
11/3/2020,"BLAINE","BLAINE COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,9,9,1,"YES",,174,321,1769,2264,,
11/3/2020,"BLAINE","BLAINE COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,9,9,2,"NO",,75,166,1027,1268,,
11/3/2020,"BLAINE","BLAINE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,9,9,1,"YES",,158,311,1731,2200,,
11/3/2020,"BLAINE","BLAINE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,9,9,2,"NO",,94,179,1070,1343,,
11/3/2020,"BLAINE","BLAINE COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,9,9,1,"FOR THE PROPOSAL - YES",,116,148,801,1065,,
11/3/2020,"BLAINE","BLAINE COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,9,9,2,"AGAINST THE PROPOSAL - NO",,155,390,2208,2753,,
11/3/2020,"BLAINE","BLAINE COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,9,9,1,"FOR THE PROPOSAL - YES",,108,186,1143,1437,,
11/3/2020,"BLAINE","BLAINE COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,9,9,2,"AGAINST THE PROPOSAL - NO",,162,342,1837,2341,,
11/3/2020,"BRYAN","BRYAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,22,22,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,687,1541,10116,12344,,
11/3/2020,"BRYAN","BRYAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,22,22,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,18,20,192,230,,
11/3/2020,"BRYAN","BRYAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,22,22,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,763,466,2094,3323,,
11/3/2020,"BRYAN","BRYAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,22,22,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,6,0,19,25,,
11/3/2020,"BRYAN","BRYAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,22,22,5,"KANYE WEST | MICHELLE TIDBALL",IND,2,1,32,35,,
11/3/2020,"BRYAN","BRYAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,22,22,6,"BROCK PIERCE | KARLA BALLARD",IND,3,2,14,19,,
11/3/2020,"BRYAN","BRYAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,22,22,1,"TODD HIETT",REP,802,1560,10069,12431,,
11/3/2020,"BRYAN","BRYAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,22,22,2,"TODD HAGOPIAN",LIB,449,329,1728,2506,,
11/3/2020,"BRYAN","BRYAN COUNTY",10003,"FOR UNITED STATES SENATOR",,22,22,1,"JIM INHOFE",REP,705,1490,9733,11928,,
11/3/2020,"BRYAN","BRYAN COUNTY",10003,"FOR UNITED STATES SENATOR",,22,22,2,"ROBERT MURPHY",LIB,26,33,299,358,,
11/3/2020,"BRYAN","BRYAN COUNTY",10003,"FOR UNITED STATES SENATOR",,22,22,3,"ABBY BROYLES",DEM,725,480,2130,3335,,
11/3/2020,"BRYAN","BRYAN COUNTY",10003,"FOR UNITED STATES SENATOR",,22,22,4,"JOAN FARR",IND,12,15,158,185,,
11/3/2020,"BRYAN","BRYAN COUNTY",10003,"FOR UNITED STATES SENATOR",,22,22,5,"A. D. NESBIT",IND,16,9,76,101,,
11/3/2020,"BRYAN","BRYAN COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,22,22,1,"MARKWAYNE MULLIN",REP,720,1522,9891,12133,,
11/3/2020,"BRYAN","BRYAN COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,22,22,2,"RICHIE CASTALDO",LIB,31,50,399,480,,
11/3/2020,"BRYAN","BRYAN COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,22,22,3,"DANYELL LANIER",DEM,732,452,2072,3256,,
11/3/2020,"BRYAN","BRYAN COUNTY",10372,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,8,8,1,"TONY SIMMONS",REP,230,487,2967,3684,BRYAN
11/3/2020,"BRYAN","BRYAN COUNTY",10372,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,8,8,2,"BILLY W. ADAMS",DEM,240,173,955,1368,BRYAN
11/3/2020,"BRYAN","BRYAN COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,22,22,1,"YES",,825,1264,8114,10203,,
11/3/2020,"BRYAN","BRYAN COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,22,22,2,"NO",,448,400,2572,3420,,
11/3/2020,"BRYAN","BRYAN COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,22,22,1,"YES",,907,1197,7570,9674,,
11/3/2020,"BRYAN","BRYAN COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,22,22,2,"NO",,366,484,3156,4006,,
11/3/2020,"BRYAN","BRYAN COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,22,22,1,"YES",,828,1198,7845,9871,,
11/3/2020,"BRYAN","BRYAN COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,22,22,2,"NO",,440,451,2791,3682,,
11/3/2020,"BRYAN","BRYAN COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,22,22,1,"YES",,829,1222,7857,9908,,
11/3/2020,"BRYAN","BRYAN COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,22,22,2,"NO",,431,435,2763,3629,,
11/3/2020,"BRYAN","BRYAN COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,22,22,1,"YES",,826,1162,7709,9697,,
11/3/2020,"BRYAN","BRYAN COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,22,22,2,"NO",,431,481,2842,3754,,
11/3/2020,"BRYAN","BRYAN COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,22,22,1,"YES",,882,1130,7184,9196,,
11/3/2020,"BRYAN","BRYAN COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,22,22,2,"NO",,372,507,3349,4228,,
11/3/2020,"BRYAN","BRYAN COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,22,22,1,"YES",,896,1138,7210,9244,,
11/3/2020,"BRYAN","BRYAN COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,22,22,2,"NO",,360,490,3286,4136,,
11/3/2020,"BRYAN","BRYAN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,22,22,1,"YES",,816,1118,7176,9110,,
11/3/2020,"BRYAN","BRYAN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,22,22,2,"NO",,438,515,3330,4283,,
11/3/2020,"BRYAN","BRYAN COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,22,22,1,"FOR THE PROPOSAL - YES",,722,652,3204,4578,,
11/3/2020,"BRYAN","BRYAN COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,22,22,2,"AGAINST THE PROPOSAL - NO",,688,1257,8795,10740,,
11/3/2020,"BRYAN","BRYAN COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,22,22,1,"FOR THE PROPOSAL - YES",,552,793,4693,6038,,
11/3/2020,"BRYAN","BRYAN COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,22,22,2,"AGAINST THE PROPOSAL - NO",,852,1084,7049,8985,,
11/3/2020,"CADDO","CADDO COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,20,20,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,339,528,6146,7013,,
11/3/2020,"CADDO","CADDO COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,20,20,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,6,6,85,97,,
11/3/2020,"CADDO","CADDO COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,20,20,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,312,334,2024,2670,,
11/3/2020,"CADDO","CADDO COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,20,20,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,3,3,12,18,,
11/3/2020,"CADDO","CADDO COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,20,20,5,"KANYE WEST | MICHELLE TIDBALL",IND,1,0,41,42,,
11/3/2020,"CADDO","CADDO COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,20,20,6,"BROCK PIERCE | KARLA BALLARD",IND,1,0,18,19,,
11/3/2020,"CADDO","CADDO COUNTY",10002,"FOR CORPORATION COMMISSIONER",,20,20,1,"TODD HIETT",REP,406,585,6343,7334,,
11/3/2020,"CADDO","CADDO COUNTY",10002,"FOR CORPORATION COMMISSIONER",,20,20,2,"TODD HAGOPIAN",LIB,171,223,1530,1924,,
11/3/2020,"CADDO","CADDO COUNTY",10003,"FOR UNITED STATES SENATOR",,20,20,1,"JIM INHOFE",REP,343,509,5909,6761,,
11/3/2020,"CADDO","CADDO COUNTY",10003,"FOR UNITED STATES SENATOR",,20,20,2,"ROBERT MURPHY",LIB,4,14,168,186,,
11/3/2020,"CADDO","CADDO COUNTY",10003,"FOR UNITED STATES SENATOR",,20,20,3,"ABBY BROYLES",DEM,309,320,2036,2665,,
11/3/2020,"CADDO","CADDO COUNTY",10003,"FOR UNITED STATES SENATOR",,20,20,4,"JOAN FARR",IND,2,14,135,151,,
11/3/2020,"CADDO","CADDO COUNTY",10003,"FOR UNITED STATES SENATOR",,20,20,5,"A. D. NESBIT",IND,5,9,61,75,,
11/3/2020,"CADDO","CADDO COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,20,20,1,"FRANK D. LUCAS",REP,391,564,6391,7346,,
11/3/2020,"CADDO","CADDO COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,20,20,2,"ZOE MIDYETT",DEM,270,303,1887,2460,,
11/3/2020,"CADDO","CADDO COUNTY",10089,"FOR STATE REPRESENTATIVE DISTRICT 56",,12,12,1,"DICK LOWE",REP,161,353,2383,2897,,
11/3/2020,"CADDO","CADDO COUNTY",10089,"FOR STATE REPRESENTATIVE DISTRICT 56",,12,12,2,"CRAIG PARHAM",DEM,192,326,1530,2048,,
11/3/2020,"CADDO","CADDO COUNTY",10090,"FOR STATE REPRESENTATIVE DISTRICT 57",,1,1,1,"ANTHONY MOORE",REP,11,5,243,259,,
11/3/2020,"CADDO","CADDO COUNTY",10090,"FOR STATE REPRESENTATIVE DISTRICT 57",,1,1,2,"JUAN GARCIA",DEM,6,0,61,67,,
11/3/2020,"CADDO","CADDO COUNTY",10098,"FOR STATE REPRESENTATIVE DISTRICT 65",,3,3,1,"TONI HASENBECK",REP,52,86,1443,1581,,
11/3/2020,"CADDO","CADDO COUNTY",10098,"FOR STATE REPRESENTATIVE DISTRICT 65",,3,3,2,"JENNIFER KERSTETTER",DEM,63,28,388,479,,
11/3/2020,"CADDO","CADDO COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,20,20,1,"YES",,394,539,5323,6256,,
11/3/2020,"CADDO","CADDO COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,20,20,2,"NO",,209,252,2215,2676,,
11/3/2020,"CADDO","CADDO COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,20,20,1,"YES",,417,528,5235,6180,,
11/3/2020,"CADDO","CADDO COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,20,20,2,"NO",,190,272,2333,2795,,
11/3/2020,"CADDO","CADDO COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,20,20,1,"YES",,392,544,5324,6260,,
11/3/2020,"CADDO","CADDO COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,20,20,2,"NO",,210,250,2200,2660,,
