Election,Jurisdiction Name,Reporting County Name,DataEntry Jurisdiction Name,DataEntry Level Name,Office,Office Category,Ballot Order,Name on Ballot,Political Party,Total Votes
2016 General Election,Statewide,Clay,Clay,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Tom Hoefling (W/I),Independent,2
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,"""Rocky"" Roque De La Fuente (W/I)",Independent,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Cherunda Fox (W/I),Independent,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Darrell L. Castle (W/I),Constitution,6
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Denny C. Jackson (W/I),Independent,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Donald J. Trump,Republican,8531
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Emidio Soltysik (W/I),Socialist Party Usa,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Gary Johnson,Libertarian,547
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Hillary Clinton,Democratic,2819
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Jill Stein (W/I),Green,31
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Joseph Maldonado (W/I),Independent,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Laurence Kotlikoff (W/I),Independent,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Matthew (None Of The Above) Roberts (W/I),Independent,1
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Melissa L. Kelly (W/I),Independent,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Monica Moorehead (W/I),Workers,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Ray C. Brown (W/I),Independent,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Ric Mullis (W/I),Independent,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Richard Duncan (W/I),Independent,0
2016 General Election,Statewide,Clinton,Clinton,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Tom Hoefling (W/I),Independent,1
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,"""Rocky"" Roque De La Fuente (W/I)",Independent,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Cherunda Fox (W/I),Independent,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Darrell L. Castle (W/I),Constitution,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Denny C. Jackson (W/I),Independent,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Donald J. Trump,Republican,3013
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Emidio Soltysik (W/I),Socialist Party Usa,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Gary Johnson,Libertarian,255
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Hillary Clinton,Democratic,1323
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Jill Stein (W/I),Green,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Joseph Maldonado (W/I),Independent,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Laurence Kotlikoff (W/I),Independent,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Matthew (None Of The Above) Roberts (W/I),Independent,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Melissa L. Kelly (W/I),Independent,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Monica Moorehead (W/I),Workers,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Ray C. Brown (W/I),Independent,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Ric Mullis (W/I),Independent,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Richard Duncan (W/I),Independent,0
2016 General Election,Statewide,Crawford,Crawford,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Tom Hoefling (W/I),Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,"""Rocky"" Roque De La Fuente (W/I)",Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Cherunda Fox (W/I),Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Darrell L. Castle (W/I),Constitution,4
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Denny C. Jackson (W/I),Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Donald J. Trump,Republican,8545
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Emidio Soltysik (W/I),Socialist Party Usa,1
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Gary Johnson,Libertarian,391
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Hillary Clinton,Democratic,1800
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Jill Stein (W/I),Green,25
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Joseph Maldonado (W/I),Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Laurence Kotlikoff (W/I),Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Matthew (None Of The Above) Roberts (W/I),Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Melissa L. Kelly (W/I),Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Monica Moorehead (W/I),Workers,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Ray C. Brown (W/I),Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Ric Mullis (W/I),Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Richard Duncan (W/I),Independent,0
2016 General Election,Statewide,Daviess,Daviess,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Tom Hoefling (W/I),Independent,2
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,"""Rocky"" Roque De La Fuente (W/I)",Independent,0
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Cherunda Fox (W/I),Independent,0
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Darrell L. Castle (W/I),Constitution,24
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Denny C. Jackson (W/I),Independent,0
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Donald J. Trump,Republican,18110
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Emidio Soltysik (W/I),Socialist Party Usa,0
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Gary Johnson,Libertarian,917
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Hillary Clinton,Democratic,4883
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Jill Stein (W/I),Green,46
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Joseph Maldonado (W/I),Independent,0
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Laurence Kotlikoff (W/I),Independent,0
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Matthew (None Of The Above) Roberts (W/I),Independent,2
2016 General Election,Statewide,Dearborn,Dearborn,Locality,US President & Vice President,Presidential Electors For US President & Vp,20,Melissa L. Kelly (W/I),Independent,0
